"Path","Line","TableOrObject","AccessType","OwningFeature","ReplacementTarget","EstimatedComplexity","Snippet"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\04_enable_yescale_image_demo.sql","91","todox_ai_provider_capability","read","yescale","todox_ai_provider_capability","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\04_enable_yescale_image_demo.sql","101","todox_ai_provider","read","yescale","todox_ai_provider","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\04_enable_yescale_image_demo.sql","101","todox_ai_provider_capability","read","yescale","todox_ai_provider_capability","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\04_enable_yescale_image_demo.sql","124","todox_ai_provider","read","yescale","todox_ai_provider","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\04_enable_yescale_image_demo.sql","124","todox_ai_provider_capability","read","yescale","todox_ai_provider_capability","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\04_enable_yescale_image_demo.sql","132","todox_ai_provider","write-or-ddl","yescale","todox_ai_provider","medium","UPDATE public.todox_ai_provider"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\04_enable_yescale_image_demo.sql","139","todox_ai_provider","write-or-ddl","yescale","todox_ai_provider","medium","UPDATE public.todox_ai_provider_capability c"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\04_enable_yescale_image_demo.sql","139","todox_ai_provider_capability","write-or-ddl","yescale","todox_ai_provider_capability","medium","UPDATE public.todox_ai_provider_capability c"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\04_enable_yescale_image_demo.sql","145","todox_ai_provider","write-or-ddl","yescale","todox_ai_provider","medium","UPDATE public.todox_ai_provider_capability"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\04_enable_yescale_image_demo.sql","145","todox_ai_provider_capability","write-or-ddl","yescale","todox_ai_provider_capability","medium","UPDATE public.todox_ai_provider_capability"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\04_enable_yescale_image_demo.sql","154","todox_ai_provider","write-or-ddl","yescale","todox_ai_provider","medium","UPDATE public.todox_ai_provider_capability"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\04_enable_yescale_image_demo.sql","154","todox_ai_provider_capability","write-or-ddl","yescale","todox_ai_provider_capability","medium","UPDATE public.todox_ai_provider_capability"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\04_enable_yescale_image_demo.sql","171","todox_ai_provider","read","yescale","todox_ai_provider","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\04_enable_yescale_image_demo.sql","171","todox_ai_provider_capability","read","yescale","todox_ai_provider_capability","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\04_enable_yescale_image_demo.sql","182","todox_ai_provider","read","yescale","todox_ai_provider","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\04_enable_yescale_image_demo.sql","182","todox_ai_provider_capability","read","yescale","todox_ai_provider_capability","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\04_enable_yescale_image_demo.sql","192","todox_ai_provider","read","yescale","todox_ai_provider","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\04_enable_yescale_image_demo.sql","192","todox_ai_provider_capability","read","yescale","todox_ai_provider_capability","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\03_seed_system_wallet_and_permissions.sql","17","token_wallets","reference","billing","token_wallets","low","IF to_regclass('billing.token_wallets') IS NULL THEN"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\03_seed_system_wallet_and_permissions.sql","18","token_wallets","reference","billing","token_wallets","low","RAISE EXCEPTION 'Missing table billing.token_wallets.';"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\03_seed_system_wallet_and_permissions.sql","73","token_wallets","read","billing","token_wallets","low","FROM billing.token_wallets"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\02_seed_yescale_image_tariffs.sql","9","todox_ai_provider","reference","yescale","todox_ai_provider","low","IF to_regclass('public.todox_ai_provider') IS NULL THEN"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\02_seed_yescale_image_tariffs.sql","10","todox_ai_provider","reference","yescale","todox_ai_provider","low","RAISE EXCEPTION 'Missing table public.todox_ai_provider.';"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\02_seed_yescale_image_tariffs.sql","12","todox_ai_provider","reference","yescale","todox_ai_provider","low","IF to_regclass('public.todox_ai_provider_capability') IS NULL THEN"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\02_seed_yescale_image_tariffs.sql","12","todox_ai_provider_capability","reference","yescale","todox_ai_provider_capability","low","IF to_regclass('public.todox_ai_provider_capability') IS NULL THEN"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\02_seed_yescale_image_tariffs.sql","13","todox_ai_provider","reference","yescale","todox_ai_provider","low","RAISE EXCEPTION 'Missing table public.todox_ai_provider_capability.';"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\02_seed_yescale_image_tariffs.sql","13","todox_ai_provider_capability","reference","yescale","todox_ai_provider_capability","low","RAISE EXCEPTION 'Missing table public.todox_ai_provider_capability.';"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\02_seed_yescale_image_tariffs.sql","17","todox_ai_provider","write-or-ddl","yescale","todox_ai_provider","medium","UPDATE public.todox_ai_provider"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\02_seed_yescale_image_tariffs.sql","35","todox_ai_provider","write-or-ddl","yescale","todox_ai_provider","medium","INSERT INTO public.todox_ai_provider"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\02_seed_yescale_image_tariffs.sql","51","todox_ai_provider","read","yescale","todox_ai_provider","low","SELECT 1 FROM public.todox_ai_provider WHERE provider_code = 'yescale_task_image'"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\02_seed_yescale_image_tariffs.sql","55","todox_ai_provider","read","yescale","todox_ai_provider","low","SELECT id FROM public.todox_ai_provider WHERE provider_code = 'yescale_task_image'"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\02_seed_yescale_image_tariffs.sql","113","todox_ai_provider","write-or-ddl","yescale","todox_ai_provider","medium","UPDATE public.todox_ai_provider_capability c"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\02_seed_yescale_image_tariffs.sql","113","todox_ai_provider_capability","write-or-ddl","yescale","todox_ai_provider_capability","medium","UPDATE public.todox_ai_provider_capability c"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\02_seed_yescale_image_tariffs.sql","128","todox_ai_provider","read","yescale","todox_ai_provider","low","SELECT id FROM public.todox_ai_provider WHERE provider_code = 'yescale_task_image'"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\02_seed_yescale_image_tariffs.sql","186","todox_ai_provider","write-or-ddl","yescale","todox_ai_provider","medium","INSERT INTO public.todox_ai_provider_capability"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\02_seed_yescale_image_tariffs.sql","186","todox_ai_provider_capability","write-or-ddl","yescale","todox_ai_provider_capability","medium","INSERT INTO public.todox_ai_provider_capability"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\02_seed_yescale_image_tariffs.sql","196","todox_ai_provider","read","yescale","todox_ai_provider","low","FROM public.todox_ai_provider_capability c"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\02_seed_yescale_image_tariffs.sql","196","todox_ai_provider_capability","read","yescale","todox_ai_provider_capability","low","FROM public.todox_ai_provider_capability c"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\02_seed_yescale_image_tariffs.sql","209","todox_ai_provider","read","yescale","todox_ai_provider","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\02_seed_yescale_image_tariffs.sql","209","todox_ai_provider_capability","read","yescale","todox_ai_provider_capability","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","11","token_wallets","reference","billing","token_wallets","low","IF to_regclass('billing.token_wallets') IS NULL THEN"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","12","token_wallets","reference","billing","token_wallets","low","RAISE EXCEPTION 'Missing table billing.token_wallets.';"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","14","token_transactions","reference","billing","token_transactions","low","IF to_regclass('billing.token_transactions') IS NULL THEN"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","15","token_transactions","reference","billing","token_transactions","low","RAISE EXCEPTION 'Missing table billing.token_transactions.';"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","45","token_wallets","write-or-ddl","billing","token_wallets","medium","ALTER TABLE billing.token_wallets"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","51","token_wallets","write-or-ddl","billing","token_wallets","medium","UPDATE billing.token_wallets"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","55","token_wallets","write-or-ddl","billing","token_wallets","medium","CREATE UNIQUE INDEX IF NOT EXISTS token_wallets_customer_scope_uk"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","56","token_wallets","reference","billing","token_wallets","low","ON billing.token_wallets (tenant_id, customer_id)"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","59","token_wallets","write-or-ddl","billing","token_wallets","medium","CREATE UNIQUE INDEX IF NOT EXISTS token_wallets_system_code_uk"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","60","token_wallets","reference","billing","token_wallets","low","ON billing.token_wallets (tenant_id, wallet_code)"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","88","token_wallets","write-or-ddl","billing","token_wallets","medium","INSERT INTO billing.token_wallets"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","95","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","CREATE TABLE IF NOT EXISTS billing.ai_image_billing_records ("
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","142","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","CONSTRAINT ai_image_billing_records_logical_request_uk UNIQUE (logical_request_id),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","143","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","CONSTRAINT ai_image_billing_records_status_ck CHECK (status IN ('reserved','completed','released','pending_reconciliation','manual_review','insufficient','missing_payer','missing_customer','failed','invalid')),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","144","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","CONSTRAINT ai_image_billing_records_payer_ck CHECK ("
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","148","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","CONSTRAINT ai_image_billing_records_points_ck CHECK (provider_cost_points >= 0 AND customer_charged_points >= 0 AND system_charged_points >= 0),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","149","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","CONSTRAINT ai_image_billing_records_cost_ck CHECK ("
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","157","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","ALTER TABLE billing.ai_image_billing_records"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","172","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","UPDATE billing.ai_image_billing_records"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","189","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","ALTER TABLE billing.ai_image_billing_records DROP CONSTRAINT IF EXISTS ai_image_billing_records_status_ck;"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","190","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","ALTER TABLE billing.ai_image_billing_records ADD CONSTRAINT ai_image_billing_records_status_ck"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","193","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","ALTER TABLE billing.ai_image_billing_records DROP CONSTRAINT IF EXISTS ai_image_billing_records_payer_ck;"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","194","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","ALTER TABLE billing.ai_image_billing_records ADD CONSTRAINT ai_image_billing_records_payer_ck"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","200","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","ALTER TABLE billing.ai_image_billing_records DROP CONSTRAINT IF EXISTS ai_image_billing_records_points_ck;"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","201","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","ALTER TABLE billing.ai_image_billing_records ADD CONSTRAINT ai_image_billing_records_points_ck"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","205","ai_image_provider_attempts","write-or-ddl","billing","billing.ai_provider_attempts","high","CREATE TABLE IF NOT EXISTS billing.ai_image_provider_attempts ("
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","207","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","billing_record_id uuid NOT NULL REFERENCES billing.ai_image_billing_records(id) ON DELETE RESTRICT,"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","221","ai_image_provider_attempts","reference","billing","billing.ai_provider_attempts","high","CONSTRAINT ai_image_provider_attempts_attempt_ck CHECK (attempt_number > 0),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","222","ai_image_provider_attempts","reference","billing","billing.ai_provider_attempts","high","CONSTRAINT ai_image_provider_attempts_cost_ck CHECK ("
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","228","ai_image_provider_attempts","write-or-ddl","billing","billing.ai_provider_attempts","high","ALTER TABLE billing.ai_image_provider_attempts"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","235","ai_image_provider_attempts","write-or-ddl","billing","billing.ai_provider_attempts","high","CREATE UNIQUE INDEX IF NOT EXISTS ai_image_provider_attempts_record_attempt_uk"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","236","ai_image_provider_attempts","reference","billing","billing.ai_provider_attempts","high","ON billing.ai_image_provider_attempts (billing_record_id, attempt_number);"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","238","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","CREATE INDEX IF NOT EXISTS ai_image_billing_records_customer_created_ix"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","239","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","ON billing.ai_image_billing_records (tenant_id, customer_id, created_at DESC);"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","241","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","CREATE INDEX IF NOT EXISTS ai_image_billing_records_provider_created_ix"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","242","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","ON billing.ai_image_billing_records (provider_code, capability_code, created_at DESC);"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","244","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","CREATE INDEX IF NOT EXISTS ai_image_billing_records_payer_created_ix"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","245","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","ON billing.ai_image_billing_records (tenant_id, payer_type, payer_customer_id, created_at DESC);"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","247","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","CREATE INDEX IF NOT EXISTS ai_image_billing_records_reconciliation_ix"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","248","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","ON billing.ai_image_billing_records (status, reserved_until, pending_reconciliation_at, reconciliation_lock_until)"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","260","token_wallets","reference","billing","token_wallets","low","('token_wallets', 'wallet_scope'),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","261","token_wallets","reference","billing","token_wallets","low","('token_wallets', 'wallet_code'),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","262","token_wallets","reference","billing","token_wallets","low","('token_wallets', 'overdraft_limit'),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","263","ai_image_billing_records","write-or-ddl","billing","billing.ai_billing_records","high","('ai_image_billing_records', 'logical_request_id'),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","264","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","('ai_image_billing_records', 'payer_type'),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","265","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","('ai_image_billing_records', 'payer_customer_id'),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","266","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","('ai_image_billing_records', 'payer_wallet_id'),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","267","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","('ai_image_billing_records', 'system_charged_points'),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","268","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","('ai_image_billing_records', 'tariff_snapshot_json'),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","269","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","('ai_image_billing_records', 'actual_cost_incomplete'),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","270","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","('ai_image_billing_records', 'reserved_until'),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","271","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","('ai_image_billing_records', 'pending_reconciliation_at'),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","272","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","('ai_image_billing_records', 'reconciliation_attempt_count'),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","273","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","('ai_image_billing_records', 'reconciliation_lock_owner'),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","274","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","('ai_image_billing_records', 'reconciliation_lock_until'),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","275","ai_image_provider_attempts","reference","billing","billing.ai_provider_attempts","high","('ai_image_provider_attempts', 'provider_estimated_cost_usd'),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","276","ai_image_provider_attempts","reference","billing","billing.ai_provider_attempts","high","('ai_image_provider_attempts', 'provider_actual_cost_usd'),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","277","ai_image_provider_attempts","reference","billing","billing.ai_provider_attempts","high","('ai_image_provider_attempts', 'cost_source'),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","278","ai_image_provider_attempts","reference","billing","billing.ai_provider_attempts","high","('ai_image_provider_attempts', 'error_code')"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","293","token_wallets","read","billing","token_wallets","low","FROM billing.token_wallets"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","304","ai_image_billing_records","reference","billing","billing.ai_billing_records","high","AND table_name IN ('ai_image_billing_records','ai_image_provider_attempts','token_wallets')"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","304","ai_image_provider_attempts","reference","billing","billing.ai_provider_attempts","high","AND table_name IN ('ai_image_billing_records','ai_image_provider_attempts','token_wallets')"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","304","token_wallets","reference","billing","token_wallets","low","AND table_name IN ('ai_image_billing_records','ai_image_provider_attempts','token_wallets')"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","314","ai_image_billing_records","read","billing","billing.ai_billing_records","high","-- SELECT * FROM billing.ai_image_billing_records WHERE status='reserved' AND reserved_until < now();"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","315","ai_image_billing_records","read","billing","billing.ai_billing_records","high","-- SELECT * FROM billing.ai_image_billing_records WHERE status='pending_reconciliation' ORDER BY pending_reconciliation_at NULLS FIRST;"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\01_add_or_update_billing_support.sql","316","token_wallets","read","billing","token_wallets","low","-- SELECT wallet_scope, wallet_code, balance, locked_balance, low_balance_threshold FROM billing.token_wallets WHERE wallet_scope='system';"
"TodoX.Web\docs\kie-dance-sell-phase1-report.md","54","dance_sell_jobs","reference","dance_sell","dance_sell_jobs","low","- Bang `dance_sell.dance_sell_jobs` co cac cot repository dang dung"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\00_preflight_yescale_image_demo.sql","19","token_wallets","reference","yescale","token_wallets","low","('billing.token_wallets'),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\00_preflight_yescale_image_demo.sql","20","token_transactions","reference","yescale","token_transactions","low","('billing.token_transactions'),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\00_preflight_yescale_image_demo.sql","26","todox_ai_provider","reference","yescale","todox_ai_provider","low","('public.todox_ai_provider'),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\00_preflight_yescale_image_demo.sql","27","todox_ai_provider","reference","yescale","todox_ai_provider","low","('public.todox_ai_provider_capability')"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\00_preflight_yescale_image_demo.sql","27","todox_ai_provider_capability","reference","yescale","todox_ai_provider_capability","low","('public.todox_ai_provider_capability')"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\00_preflight_yescale_image_demo.sql","51","token_wallets","reference","yescale","token_wallets","low","('billing.token_wallets'),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\00_preflight_yescale_image_demo.sql","52","token_transactions","reference","yescale","token_transactions","low","('billing.token_transactions'),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\00_preflight_yescale_image_demo.sql","58","todox_ai_provider","reference","yescale","todox_ai_provider","low","('public.todox_ai_provider'),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\00_preflight_yescale_image_demo.sql","59","todox_ai_provider","reference","yescale","todox_ai_provider","low","('public.todox_ai_provider_capability')"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\00_preflight_yescale_image_demo.sql","59","todox_ai_provider_capability","reference","yescale","todox_ai_provider_capability","low","('public.todox_ai_provider_capability')"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\00_preflight_yescale_image_demo.sql","72","todox_ai_provider","read","yescale","todox_ai_provider","low","FROM public.todox_ai_provider"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\00_preflight_yescale_image_demo.sql","82","todox_ai_provider","read","yescale","todox_ai_provider","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\00_preflight_yescale_image_demo.sql","82","todox_ai_provider_capability","read","yescale","todox_ai_provider_capability","low","FROM public.todox_ai_provider_capability"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\00_preflight_yescale_image_demo.sql","90","ai_image_billing_records","reference","yescale","billing.ai_billing_records","high","('billing.ai_image_billing_records'),"
"database\yescale-image-demo\yescale-image-demo-sql\yescale-image-demo-sql\00_preflight_yescale_image_demo.sql","91","ai_image_provider_attempts","reference","yescale","billing.ai_provider_attempts","high","('billing.ai_image_provider_attempts'),"
"TodoX.Web\docs\kie-dance-sell-phase-0.md","11","todox_ai_provider","write-or-ddl","dance_sell","todox_ai_provider","medium","- Provider/config dang nam trong bang `public.todox_ai_provider`, `public.todox_ai_provider_capability`, `public.todox_ai_provider_usage_log`."
